"last_name, first_name","player_id","year","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Law, Derek",571882,2023,"CIN","FC","Cutter",0.8,3,348,36.3,84,0.254,0.388,0.367,22.6,11.9,11.6,0.308,0.476,0.41,35.1
"Ohtani, Shohei",660271,2023,"LAA","FC","Cutter",-1.7,-5,329,15.7,84,0.31,0.606,0.435,22.8,15.5,25.5,0.325,0.679,0.462,43.1
"Cortes, Nestor",641482,2023,"NYY","FC","Cutter",0.1,0,308,28.8,83,0.26,0.545,0.364,20.6,15.7,17.6,0.24,0.541,0.35,43.8
"Stephenson, Robert",596112,2023,"TB","FC","Cutter",3.8,12,316,41.4,82,0.101,0.253,0.151,59.9,51.2,46.2,0.121,0.245,0.159,25.6
"Brazobán, Huascar",623211,2023,"MIA","FC","Cutter",-0.6,-2,331,32.7,82,0.217,0.377,0.307,37,32.9,24.5,0.18,0.3,0.267,20.5
"Cabrera, Génesis",650893,2023,"TOR","FC","Cutter",-0.9,-3,304,32.1,81,0.247,0.384,0.327,43.1,34.6,20.6,0.213,0.348,0.276,45.7
"Ferguson, Caleb",657571,2023,"LAD","FC","Cutter",-0.6,-2,327,30.7,80,0.253,0.427,0.328,27.1,30,22.6,0.241,0.323,0.273,33.3
"Scherzer, Max",453286,2023,"TEX","FC","Cutter",2,5,256,10.4,79,0.135,0.243,0.195,33.3,43,28.8,0.13,0.24,0.19,42.5
"Alvarado, José",621237,2023,"PHI","FC","Cutter",1.6,5,306,41.2,78,0.181,0.278,0.247,44.5,52.6,27.5,0.152,0.2,0.194,51.6
"Martinez, Nick",607259,2023,"SD","FC","Cutter",-2.1,-6,288,16.4,78,0.382,0.632,0.472,16.9,12.8,25,0.334,0.652,0.447,44.1
"Paxton, James",572020,2023,"BOS","FC","Cutter",-0.3,-1,275,16.3,77,0.194,0.433,0.31,33.8,33.8,21.3,0.161,0.303,0.26,38.1
"Gibaut, Ian",664139,2023,"CIN","FC","Cutter",1.1,4,329,27.1,77,0.29,0.435,0.349,28,16.9,22.4,0.259,0.417,0.325,38.6
"Frías, Luis",666818,2023,"AZ","FC","Cutter",1.7,4,257,47.7,75,0.254,0.373,0.317,30.9,20,22.4,0.261,0.376,0.319,26.9
"Armstrong, Shawn",542888,2023,"TB","FC","Cutter",2.3,7,300,37.6,75,0.191,0.294,0.255,29,17.3,26,0.232,0.358,0.292,34.5
"Maton, Phil",664208,2023,"HOU","FC","Cutter",-0.8,-3,334,32.1,75,0.226,0.387,0.337,32.3,22.7,23.6,0.243,0.396,0.345,35.6
"Gray, Sonny",543243,2023,"MIN","FC","Cutter",1.9,7,369,13.1,74,0.265,0.368,0.297,27.8,12.2,25.7,0.307,0.459,0.344,40.3
"Leone, Dominic",608678,2023,"SEA","FC","Cutter",-0.4,-1,280,31.6,74,0.318,0.485,0.375,27.1,13.5,19.6,0.299,0.437,0.358,40.4
"Gallen, Zac",668678,2023,"AZ","FC","Cutter",-2.5,-8,299,9.2,73,0.352,0.648,0.432,20.5,11,17.4,0.336,0.59,0.4,33.3
"Kluber, Corey",446372,2023,"BOS","FC","Cutter",-2.5,-7,271,27.4,71,0.333,0.75,0.49,18.4,7,7,0.342,0.757,0.494,47.3
"Teheran, Julio",527054,2023,"MIL","FC","Cutter",0.4,1,310,28.7,69,0.219,0.359,0.293,22,20.3,20.3,0.277,0.468,0.343,36
"Musgrove, Joe",605397,2023,"SD","FC","Cutter",2.1,7,316,20.4,69,0.302,0.429,0.341,13,5.8,16,0.298,0.466,0.349,31.7
"Irvin, Cole",608344,2023,"BAL","FC","Cutter",2.4,5,203,15.9,69,0.18,0.279,0.262,26,17.4,22.6,0.241,0.357,0.298,27.5
"Phillips, Evan",623465,2023,"LAD","FC","Cutter",0.8,2,220,24,68,0.27,0.429,0.327,13.2,5.9,7.7,0.323,0.507,0.365,36.1
"Martin, Chris",455119,2023,"BOS","FC","Cutter",4.2,11,249,34.5,66,0.234,0.266,0.226,20.9,9.1,11.3,0.338,0.416,0.339,30.5
"Cole, Gerrit",543037,2023,"NYY","FC","Cutter",0.2,0,231,7,65,0.262,0.377,0.308,31.1,23.1,24.6,0.265,0.369,0.299,28.3
"Battenfield, Peyton",685410,2023,"CLE","FC","Cutter",1.4,3,226,41,65,0.164,0.279,0.21,31.8,29.2,21.3,0.217,0.412,0.292,44.2
"Wacha, Michael",608379,2023,"SD","FC","Cutter",-1.7,-5,272,12.2,63,0.37,0.593,0.468,16.7,3.2,8.7,0.379,0.611,0.46,38.5
"Weaver, Luke",596133,2023,"NYY","FC","Cutter",1,3,248,11,63,0.218,0.473,0.33,25.2,23.8,24.2,0.222,0.436,0.321,39
"Chavez, Jesse",445926,2023,"ATL","FC","Cutter",0.9,3,295,50.8,63,0.236,0.327,0.306,31.7,31.7,24.4,0.23,0.318,0.285,30.6
"Alexander, Tyler",641302,2023,"DET","FC","Cutter",0.6,1,239,35.2,62,0.316,0.579,0.394,18.3,21,22.8,0.267,0.583,0.371,40
"Nola, Aaron",605400,2023,"PHI","FC","Cutter",-0.5,-1,230,7.5,62,0.246,0.508,0.323,30.1,16.1,14.3,0.273,0.45,0.314,31.4
"Harris, Hogan",663687,2023,"OAK","FC","Cutter",-2.4,-5,209,18.8,60,0.351,0.544,0.401,16.7,10,14.3,0.344,0.556,0.4,45.1
"Urías, Julio",628711,2023,"LAD","FC","Cutter",-1.4,-2,171,9.2,59,0.186,0.322,0.232,27.8,40.7,18.2,0.157,0.232,0.168,31.4
"Holton, Tyler",663947,2023,"DET","FC","Cutter",1,2,232,19.4,58,0.241,0.426,0.312,23.9,15.5,20.9,0.314,0.592,0.403,42.2
"Suárez, Ranger",624133,2023,"PHI","FC","Cutter",-1,-3,255,12.6,57,0.34,0.585,0.431,17.9,14,18.6,0.294,0.51,0.365,33.3
"Garcia, Luis",677651,2023,"HOU","FC","Cutter",0.5,1,201,43.2,56,0.192,0.308,0.249,41.9,33.9,23.8,0.214,0.328,0.265,24.2
"Severino, Luis",622663,2023,"NYY","FC","Cutter",-0.4,-1,245,15,56,0.208,0.313,0.309,17.3,10.7,8.5,0.211,0.281,0.282,42.9
"Rasmussen, Drew",656876,2023,"TB","FC","Cutter",1.8,4,243,36.1,55,0.204,0.327,0.288,27.5,20,20,0.218,0.305,0.268,38.5
"Houck, Tanner",656557,2023,"BOS","FC","Cutter",0.1,0,187,10.7,54,0.229,0.354,0.305,21.6,18.5,25.6,0.237,0.38,0.309,46.2
"Lyles, Jordan",543475,2023,"KC","FC","Cutter",-0.4,-1,215,7.6,54,0.314,0.725,0.434,19,7.4,16,0.301,0.644,0.4,37.5
"Darvish, Yu",506433,2023,"SD","FC","Cutter",1.6,3,198,8.9,53,0.2,0.32,0.25,19.6,9.4,23.8,0.236,0.358,0.279,35.6
"Stroman, Marcus",573186,2023,"CHC","FC","Cutter",0.8,2,212,9.6,53,0.26,0.42,0.315,24.2,20.8,21.2,0.257,0.425,0.311,30.8
"Blach, Ty",621389,2023,"COL","FC","Cutter",-3.6,-8,209,16.5,52,0.348,0.652,0.445,18.4,9.6,11.1,0.308,0.571,0.392,37.2
"Covey, Dylan",592229,2023,"PHI","FC","Cutter",-2.5,-5,197,26.8,52,0.396,0.583,0.436,13.7,7.7,8.9,0.328,0.525,0.391,38.6
"Flaherty, Jack",656427,2023,"BAL","FC","Cutter",-0.2,0,233,8.8,51,0.318,0.545,0.415,26,17.6,25.7,0.296,0.52,0.395,42.9
"Greinke, Zack",425844,2023,"KC","FC","Cutter",-2,-3,156,7,51,0.32,0.5,0.353,18.6,15.7,12.3,0.299,0.527,0.344,27.9
"Fulmer, Michael",605242,2023,"CHC","FC","Cutter",-0.6,-1,209,22,51,0.244,0.537,0.385,25,7.8,13.8,0.265,0.514,0.402,23.7
"Lucchesi, Joey",664192,2023,"NYM","FC","Cutter",1.7,3,164,23.6,51,0.133,0.2,0.226,10.7,15.7,18.6,0.22,0.309,0.282,29.7
"Graterol, Brusdar",660813,2023,"LAD","FC","Cutter",2,4,200,21.5,50,0.233,0.279,0.296,14.7,10,18.5,0.246,0.307,0.291,23.1
"Bird, Jake",656234,2023,"COL","FC","Cutter",-2.7,-5,184,13.2,49,0.341,0.614,0.434,25,22.4,26.8,0.292,0.502,0.374,42.4
"Smyly, Drew",592767,2023,"CHC","FC","Cutter",0.7,2,282,11.7,48,0.293,0.463,0.379,21.6,6.3,12,0.314,0.476,0.392,31.6
"Cruz, Fernando",518585,2023,"CIN","FC","Cutter",-3.4,-9,268,23.9,48,0.39,0.732,0.493,18.5,4.2,8.3,0.365,0.769,0.496,35
"Loup, Aaron",571901,2023,"LAA","FC","Cutter",-1.4,-3,186,22.2,47,0.326,0.581,0.397,22.4,25.5,27.9,0.28,0.46,0.335,46.9
"Clevinger, Mike",605182,2023,"CWS","FC","Cutter",0.1,0,174,8.3,47,0.256,0.395,0.308,26.4,23.4,22,0.276,0.389,0.314,42.4
"Pivetta, Nick",601713,2023,"BOS","FC","Cutter",-0.7,-1,186,7.8,47,0.267,0.467,0.329,37.9,21.3,23.3,0.22,0.395,0.277,40
"Rucker, Michael",621074,2023,"CHC","FC","Cutter",0.4,1,190,26.4,47,0.25,0.477,0.333,33,25.5,33.3,0.22,0.348,0.272,40.6
"Syndergaard, Noah",592789,2023,"CLE","FC","Cutter",-0.9,-2,176,12.5,46,0.333,0.489,0.363,18.9,10.9,15.2,0.369,0.646,0.435,45
"Wantz, Andrew",681806,2023,"LAA","FC","Cutter",0.4,1,188,28.6,46,0.244,0.439,0.334,25.8,19.6,29,0.261,0.454,0.345,37.5
"Fujinami, Shintaro",660261,2023,"BAL","FC","Cutter",1.2,3,227,16.2,46,0.171,0.341,0.253,38.2,26.1,27.3,0.258,0.509,0.348,33.3
"Doyle, Tommy",656382,2023,"COL","FC","Cutter",0.6,1,170,48.3,45,0.209,0.326,0.251,35.6,22.2,21.3,0.236,0.344,0.268,39.4
"Topa, Justin",623437,2023,"SEA","FC","Cutter",1.5,3,194,18.5,45,0.189,0.324,0.289,26.5,26.7,19.7,0.174,0.267,0.273,34.6
"Leclerc, José",600917,2023,"TEX","FC","Cutter",2.8,4,156,16,45,0.175,0.25,0.242,31.5,28.9,39.4,0.212,0.339,0.285,33.3
"Ryu, Hyun Jin",547943,2023,"TOR","FC","Cutter",1.3,2,157,18.9,44,0.238,0.357,0.267,20.7,20.5,16.4,0.253,0.393,0.296,44.1
"Hatch, Thomas",641672,2023,"PIT","FC","Cutter",2.4,4,166,35.2,43,0.216,0.243,0.246,35.1,18.6,16,0.249,0.291,0.275,29
"Ragans, Cole",666142,2023,"KC","FC","Cutter",1.2,3,212,13.4,43,0.27,0.378,0.345,23.8,9.3,17.4,0.263,0.424,0.35,38.2
"Allen, Logan",671106,2023,"CLE","FC","Cutter",-1.3,-2,189,8.9,41,0.462,0.692,0.509,17,7.3,15.8,0.403,0.644,0.457,38.9
"Bleier, Richard",542947,2023,"BOS","FC","Cutter",0.4,1,178,39,41,0.263,0.316,0.271,15.1,14.6,11.1,0.217,0.28,0.248,24.2
"Leiter Jr., Mark",643410,2023,"CHC","FC","Cutter",2.7,6,218,20.6,40,0.2,0.286,0.254,20.3,10,17.4,0.325,0.421,0.353,56.3
"Raley, Brooks",548384,2023,"NYM","FC","Cutter",-1,-2,226,23,39,0.258,0.516,0.385,22.2,12.8,14.3,0.227,0.42,0.342,33.3
"Faucher, Calvin",676534,2023,"TB","FC","Cutter",-1,-2,162,31.5,39,0.258,0.29,0.36,21.3,20.5,17.4,0.283,0.391,0.374,43.5
"Bruihl, Justin",677865,2023,"COL","FC","Cutter",-1.5,-2,162,37,39,0.333,0.515,0.399,22.7,10.3,17.4,0.366,0.6,0.437,50
"Thompson, Keegan",624522,2023,"CHC","FC","Cutter",1.8,2,130,27.3,38,0.147,0.265,0.236,37.5,23.7,31,0.163,0.302,0.245,42.3
"Wesneski, Hayden",669713,2023,"CHC","FC","Cutter",-1.8,-3,148,10,37,0.308,0.654,0.486,20,10.8,10.8,0.36,0.83,0.552,43.5
"Bumgarner, Madison",518516,2023,"AZ","FC","Cutter",-1,-1,122,34.9,37,0.375,0.5,0.424,16.4,13.5,13.5,0.338,0.42,0.379,48.1
"Gilbert, Tyler",656457,2023,"AZ","FC","Cutter",0.3,0,122,46.4,36,0.257,0.457,0.314,30.3,33.3,44.4,0.27,0.496,0.334,39.1
"Brasier, Ryan",518489,2023,"LAD","FC","Cutter",5,6,123,13.6,35,0.152,0.273,0.236,16.4,11.4,23.5,0.232,0.371,0.281,37.9
"Morton, Charlie",450203,2023,"ATL","FC","Cutter",-0.3,-1,227,8,35,0.296,0.407,0.396,30,14.3,33.3,0.315,0.484,0.424,27.3
"Davies, Zach",605200,2023,"AZ","FC","Cutter",-0.1,0,169,11.3,34,0.3,0.3,0.3,14.5,5.9,10.5,0.263,0.317,0.285,27.6
"Strahm, Matt",621381,2023,"PHI","FC","Cutter",-1.1,-2,138,10.1,33,0.296,0.556,0.421,25,9.1,12,0.306,0.561,0.426,58.3
"May, Dustin",669160,2023,"LAD","FC","Cutter",1.1,1,109,14.8,33,0.161,0.226,0.2,14.3,18.2,21.4,0.223,0.351,0.273,36
"Walter, Brandon",687888,2023,"BOS","FC","Cutter",0.7,1,114,31.2,33,0.25,0.313,0.261,11.3,6.1,11.8,0.232,0.287,0.24,16.7
"Waldron, Matt",663362,2023,"SD","FC","Cutter",0.7,1,88,13.1,32,0.214,0.464,0.336,19.3,21.9,23.3,0.184,0.371,0.291,38.1
"Keuchel, Dallas",572971,2023,"MIN","FC","Cutter",-3.7,-6,167,25.4,31,0.379,0.69,0.469,24.6,25.8,25,0.282,0.599,0.388,47.6
"Brogdon, Connor",641401,2023,"PHI","FC","Cutter",-1.3,-2,133,24.4,31,0.4,0.52,0.437,27.3,9.7,13,0.298,0.431,0.367,26.1
"Holderman, Colin",670059,2023,"PIT","FC","Cutter",1.2,2,189,20.3,30,0.231,0.423,0.321,22.4,16.7,15.6,0.258,0.369,0.314,50
"Neal, Zach",594943,2023,"OAK","FC","Cutter",-0.9,-1,147,31.8,30,0.269,0.538,0.378,26.2,10,11.5,0.265,0.486,0.355,29.2
"Kelly, Kevin",687330,2023,"TB","FC","Cutter",-4,-4,106,9.9,30,0.32,0.6,0.44,21.2,23.3,17.5,0.347,0.568,0.439,33.3
"Ward, Thaddeus",663658,2023,"WSH","FC","Cutter",-0.9,-1,136,20,29,0.217,0.478,0.376,27.1,10.3,8.8,0.289,0.537,0.421,25
"Barnes, Jacob",606930,2023,"STL","FC","Cutter",-2.4,-2,99,47.4,29,0.333,0.519,0.39,26.4,13.8,13.8,0.22,0.35,0.275,30.4
"Luetge, Lucas",476595,2023,"ATL","FC","Cutter",-4.5,-6,139,48.6,29,0.565,0.739,0.574,14.9,17.2,12.5,0.444,0.558,0.469,36.8
"Cox, Austin",680735,2023,"KC","FC","Cutter",0.9,1,111,19.2,29,0.185,0.333,0.253,36.8,27.6,26.7,0.298,0.449,0.346,52.6
"VerHagen, Drew",572403,2023,"STL","FC","Cutter",-5,-6,131,12.6,28,0.478,0.87,0.591,31.7,7.1,8.3,0.384,0.64,0.458,54.5
"Hunter, Tommy",488984,2023,"NYM","FC","Cutter",-4.1,-5,115,31.3,28,0.333,0.778,0.471,26.2,17.9,26.3,0.317,0.768,0.457,36.4
"Garrett, Reed",657585,2023,"NYM","FC","Cutter",-1,-1,93,26.8,27,0.32,0.52,0.359,30.2,11.1,17.6,0.227,0.397,0.288,34.8
"Vásquez, Randy",681190,2023,"NYY","FC","Cutter",-1.2,-1,111,16.6,27,0.3,0.65,0.476,22.9,14.8,23.5,0.378,0.777,0.535,68.8
"Criswell, Cooper",681867,2023,"TB","FC","Cutter",0.9,1,99,17.9,26,0.292,0.458,0.387,11.9,0,0,0.368,0.569,0.424,20.8
"Valdez, Framber",664285,2023,"HOU","FC","Cutter",-0.6,-1,100,3.4,26,0.182,0.182,0.246,43.5,42.3,27.5,0.161,0.212,0.246,45.5
"Ottavino, Adam",493603,2023,"NYM","FC","Cutter",-1.5,-2,154,15,26,0.318,0.727,0.468,36.1,23.1,19.4,0.298,0.614,0.416,35.3
"Vespi, Nick",663989,2023,"BAL","FC","Cutter",1.2,1,101,50,26,0.25,0.5,0.344,10.2,0,0,0.269,0.358,0.305,37.5
"Vines, Darius",670241,2023,"ATL","FC","Cutter",0.8,1,104,33.8,25,0.25,0.55,0.378,29.2,12,20,0.275,0.509,0.375,27.8
"Hartwig, Grant",701643,2023,"NYM","FC","Cutter",-0.1,0,112,17.5,25,0.292,0.417,0.358,17,12,15.8,0.287,0.4,0.31,42.9
"Grove, Michael",675627,2023,"LAD","FC","Cutter",2.2,2,86,7.5,24,0.261,0.565,0.36,26.4,16.7,23.5,0.298,0.616,0.394,68.4
"Stone, Gavin",694813,2023,"LAD","FC","Cutter",-2.9,-3,92,16.8,24,0.409,0.909,0.563,23.3,16.7,19,0.329,0.617,0.422,50
"Funderburk, Kody",681892,2023,"MIN","FC","Cutter",-1.4,-1,93,48.4,23,0.278,0.5,0.411,36.6,21.7,21.7,0.223,0.429,0.366,38.5
"Brewer, Colten",605155,2023,"NYY","FC","Cutter",3.8,2,53,51,22,0.158,0.526,0.334,10.7,0,0,0.241,0.409,0.33,36.8
"Duarte, Daniel",650960,2023,"CIN","FC","Cutter",2.1,2,113,19.8,22,0.056,0.222,0.218,35.7,27.3,24,0.112,0.255,0.253,25
"Alzolay, Adbert",640470,2023,"CHC","FC","Cutter",1.3,1,96,10,22,0.238,0.381,0.325,14,9.1,10.5,0.285,0.419,0.319,42.1
"Misiewicz, Anthony",664948,2023,"NYY","FC","Cutter",-3.3,-3,104,43.3,21,0.5,0.875,0.579,26.7,9.5,5.7,0.355,0.674,0.491,46.7
"Brigham, Jeff",656257,2023,"NYM","FC","Cutter",-3.3,-4,127,18.7,21,0.25,0.5,0.45,31.5,14.3,20,0.24,0.402,0.375,23.1
"Rodriguez, Grayson",680570,2023,"BAL","FC","Cutter",-4.1,-4,109,5.2,21,0.333,0.889,0.574,14.3,4.8,8.3,0.364,0.724,0.488,64.7
"Mushinski, Parker",656786,2023,"HOU","FC","Cutter",-1.7,-1,81,31.8,21,0.316,0.842,0.498,20,14.3,15,0.218,0.454,0.321,37.5
"Coleman, Dylan",669395,2023,"KC","FC","Cutter",0.7,1,102,26.6,20,0.313,0.5,0.385,27.5,5,16.7,0.307,0.456,0.364,37.5
"Silseth, Chase",681217,2023,"LAA","FC","Cutter",3.6,3,75,8.4,20,0.167,0.167,0.205,29.3,15,21.4,0.233,0.285,0.272,26.7
"Bradford, Cody",674003,2023,"TEX","FC","Cutter",-0.9,-1,130,13.3,20,0.316,0.737,0.495,17,10,6.3,0.378,0.79,0.497,58.8
"Mlodzinski, Carmen",669387,2023,"PIT","FC","Cutter",2.6,2,81,13.1,20,0.278,0.389,0.33,23.3,15,17.6,0.365,0.448,0.387,53.3
"Cisnero, José",542585,2023,"DET","FC","Cutter",1.1,1,121,12.3,20,0.263,0.263,0.225,23.9,30,26.1,0.22,0.247,0.203,28.6
"Gonzales, Marco",594835,2023,"SEA","FC","Cutter",-3.7,-3,71,8.8,19,0.389,0.667,0.463,17.6,5.3,6.3,0.341,0.554,0.398,35.3
"Nelson, Kyle",669459,2023,"AZ","FC","Cutter",2.1,2,76,8.7,19,0.294,0.412,0.328,15.9,10.5,11.8,0.213,0.375,0.274,56.3
"Morris, Cody",663752,2023,"CLE","FC","Cutter",-3.6,-2,59,35.8,19,0.353,0.882,0.529,19.4,21.1,23.5,0.389,0.741,0.5,61.5
"Suero, Wander",593833,2023,"LAD","FC","Cutter",0.8,1,94,59.1,19,0.125,0.313,0.263,20.5,26.3,20,0.138,0.243,0.246,27.3
"Underwood Jr., Duane",621249,2023,"PIT","FC","Cutter",5.4,4,82,24.3,19,0,0,0.074,19.4,15.8,27.3,0.147,0.229,0.231,42.9
"Zastryzny, Rob",642239,2023,"PIT","FC","Cutter",0.7,1,88,22.6,18,0.4,0.6,0.475,20.5,5.6,7.7,0.281,0.383,0.355,57.1
"Stratton, Hunter",676702,2023,"PIT","FC","Cutter",3.6,3,85,48.9,18,0.2,0.4,0.325,31.9,27.8,27.8,0.194,0.348,0.307,40
"Spiers, Carson",686730,2023,"CIN","FC","Cutter",-7.2,-5,68,23.4,18,0.533,0.6,0.597,21.6,11.1,11.8,0.334,0.522,0.382,35.7
"Heller, Ben",621294,2023,"ATL","FC","Cutter",3.2,3,90,29.2,18,0.214,0.214,0.306,24.4,0,0,0.261,0.368,0.365,28.6
"Nogosek, Stephen",668665,2023,"NYM","FC","Cutter",-3.1,-2,71,14.5,18,0.357,0.857,0.506,27.8,16.7,25,0.303,0.619,0.415,50
"Wittgren, Nick",621295,2023,"KC","FC","Cutter",-1.1,-1,63,13.3,17,0.267,0.4,0.335,16.2,17.6,20,0.231,0.406,0.32,41.7
"Voth, Austin",608723,2023,"BAL","FC","Cutter",1.9,1,74,11.2,17,0.231,0.462,0.388,31.6,23.5,19,0.136,0.224,0.283,33.3
"Davis, Noah",663562,2023,"COL","FC","Cutter",1.5,1,100,16.6,17,0.143,0.357,0.294,32,23.5,20,0.211,0.486,0.361,50
"Kauffmann, Karl",666154,2023,"COL","FC","Cutter",0.2,0,64,11,17,0.188,0.438,0.285,29.4,5.9,7.1,0.233,0.451,0.309,20
"Lively, Ben",594902,2023,"CIN","FC","Cutter",1,1,68,4.9,16,0.267,0.267,0.269,25.7,18.8,30,0.335,0.396,0.344,25
"Stewart, Brock",592779,2023,"MIN","FC","Cutter",4.3,4,89,20.3,16,0.071,0.071,0.144,36.1,25,40,0.173,0.231,0.238,10
"Snider, Collin",676092,2023,"KC","FC","Cutter",1.1,1,52,14.2,16,0.214,0.286,0.334,13.8,12.5,12.5,0.295,0.325,0.325,25
"Beeks, Jalen",656222,2023,"TB","FC","Cutter",4.1,3,78,10.7,16,0.125,0.125,0.113,58.8,50,36.4,0.085,0.141,0.097,25
"Miller, Mason",695243,2023,"OAK","FC","Cutter",-2.6,-2,74,12.2,16,0.429,0.429,0.425,17.5,6.3,4.5,0.376,0.461,0.405,38.5
"Reyes, Denyi",660593,2023,"NYM","FC","Cutter",-0.8,-1,74,20.3,15,0.333,0.667,0.477,16.3,6.7,5.6,0.336,0.499,0.425,36.4
"Garza, Justin",621057,2023,"BOS","FC","Cutter",-2,-1,71,20.2,15,0.273,0.455,0.413,20,26.7,36.4,0.278,0.473,0.419,57.1
"Rosenberg, Kenny",670046,2023,"LAA","FC","Cutter",-0.5,0,61,11.2,15,0.357,0.429,0.37,25,13.3,12.5,0.253,0.353,0.288,25
"Bristo, Braden",668754,2023,"DET","FC","Cutter",0.6,0,57,50,14,0.167,0.167,0.293,29,21.4,15.8,0.239,0.472,0.357,22.2
"Oller, Adam",670124,2023,"OAK","FC","Cutter",-3.7,-2,50,12.1,14,0.583,1,0.579,19.2,7.1,33.3,0.439,0.723,0.445,76.9
"Montgomery, Jordan",656756,2023,"TEX","FC","Cutter",-2.5,-1,47,1.6,13,0.417,0.667,0.485,31,38.5,29.4,0.37,0.615,0.442,57.1
"Wicks, Jordan",696136,2023,"CHC","FC","Cutter",-1.2,-1,57,9.8,13,0.444,0.667,0.533,26.1,7.7,14.3,0.313,0.4,0.405,44.4
"Solomon, Peter",656981,2023,"AZ","FC","Cutter",-1.3,0,35,14.8,13,0.25,0.5,0.342,30,0,0,0.362,0.544,0.405,50
"Bello, Brayan",678394,2023,"BOS","FC","Cutter",-7.5,-3,41,1.6,13,0.462,1.077,0.638,20.8,15.4,16.7,0.329,0.618,0.4,54.5
"Harris, Hobie",665048,2023,"WSH","FC","Cutter",3.2,2,54,15.4,13,0.167,0.25,0.219,9.1,0,0,0.232,0.276,0.254,25
"Fried, Max",608331,2023,"ATL","FC","Cutter",0.1,0,55,4.4,12,0.091,0.364,0.225,19,33.3,40,0.172,0.475,0.303,42.9
"Hill, Tim",657612,2023,"SD","FC","Cutter",-8.9,-3,31,4.3,12,0.5,1,0.642,13.3,16.7,25,0.238,0.307,0.312,50
"Vargas, Carlos",672841,2023,"AZ","FC","Cutter",-0.8,0,30,37,11,0.222,0.889,0.491,46.2,36.4,36.4,0.298,0.932,0.536,80
"Speas, Alex",666208,2023,"TEX","FC","Cutter",-4.8,-3,60,92.3,10,0.333,0.333,0.46,27.8,30,17.6,0.296,0.357,0.451,33.3
"Allard, Kolby",663465,2023,"ATL","FC","Cutter",-0.7,0,44,22.1,10,0.4,0.4,0.36,28.6,20,15.4,0.334,0.398,0.319,37.5
"McAllister, Zach",502083,2023,"NYY","FC","Cutter",-3,-1,35,28.5,10,0.4,0.4,0.45,21.7,20,15.4,0.4,0.497,0.393,50
"Bummer, Aaron",607481,2023,"CWS","FC","Cutter",-0.1,0,116,10.6,10,0.222,0.556,0.36,52.4,20,14.3,0.337,0.563,0.412,28.6
"Waldron, Matt",663362,2023,"SD","KN","Knuckleball",-0.6,-1,180,26.7,33,0.242,0.485,0.306,24.7,15.2,9.6,0.21,0.346,0.235,32.1
"Honeywell, Brent",641703,2023,"CWS","SC","Screwball",-3.2,-2,74,7.8,22,0.211,0.368,0.309,14.7,40.9,14.5,0.196,0.304,0.279,50
"Corbin, Patrick",571578,2023,"WSH","SI","Sinker",-0.2,-3,1221,41.8,408,0.32,0.463,0.378,7.5,10.5,13.8,0.312,0.47,0.365,44.2
"Valdez, Framber",664285,2023,"HOU","SI","Sinker",0.8,11,1380,46.7,390,0.274,0.455,0.354,12.8,9,20.7,0.308,0.517,0.39,50.2
"Bassitt, Chris",605135,2023,"TOR","SI","Sinker",2.2,27,1234,39.3,373,0.22,0.336,0.293,14.3,16.4,19.2,0.251,0.396,0.316,38.6
"Montgomery, Jordan",656756,2023,"TEX","SI","Sinker",1.3,16,1245,42.6,362,0.255,0.374,0.319,14.3,14.9,18.2,0.275,0.426,0.334,42.2
"Singer, Brady",663903,2023,"KC","SI","Sinker",-0.9,-12,1331,51,341,0.339,0.555,0.42,11.3,13.8,16.8,0.305,0.518,0.38,49
"Elder, Bryce",693821,2023,"ATL","SI","Sinker",0.2,2,1071,37.6,295,0.28,0.402,0.354,13.4,11.9,14.5,0.303,0.446,0.368,45.9
"Dunning, Dane",641540,2023,"TEX","SI","Sinker",1.9,17,893,33.1,294,0.246,0.354,0.309,8.3,17,18.7,0.27,0.42,0.336,45.8
"Stroman, Marcus",573186,2023,"CHC","SI","Sinker",0.1,1,1022,46.4,287,0.245,0.332,0.331,14.6,13.6,21.2,0.294,0.411,0.35,46.7
"Pérez, Martín",527048,2023,"TEX","SI","Sinker",0.8,8,951,42.8,284,0.244,0.394,0.336,9.9,16.5,18,0.261,0.434,0.346,40.8
"Bello, Brayan",678394,2023,"BOS","SI","Sinker",0.8,7,951,36.3,264,0.278,0.435,0.365,16,12.5,15.3,0.284,0.43,0.343,51.5
"Cobb, Alex",502171,2023,"SF","SI","Sinker",0.4,4,994,39.7,263,0.28,0.435,0.36,12.9,19,15.6,0.285,0.449,0.358,41.5
"Houser, Adrian",605288,2023,"MIL","SI","Sinker",0.3,2,875,47.1,260,0.296,0.396,0.338,13.1,18.8,21.3,0.287,0.428,0.333,46.6
"Berríos, José",621244,2023,"TOR","SI","Sinker",0.3,3,925,31.5,259,0.255,0.398,0.343,13.4,18.5,20.9,0.275,0.458,0.353,36.4
"Mikolas, Miles",571945,2023,"STL","SI","Sinker",-1.4,-11,779,24.4,254,0.34,0.54,0.408,8.5,13,15.6,0.349,0.593,0.418,44.1
